Date,Time,Day_of_week,Timestamp,Batch_ID,BRIX,COLOR_a_b,BOSTWICK_cm,pH,ACIDITY_pct,BLOTTER_TEST,SYNERESIS_pct,SALT_pct,Status,Action_Cost_EUR,Deviations
2025-07-10,13:00,Thursday,2025-07-10 13:00,B0374,28.28,2.16,4.7,4.23,6.54,3.33,3.2,2.0,Accept,0,
2025-07-10,14:00,Thursday,2025-07-10 14:00,B0375,29.1,1.92,3.17,4.18,6.36,2.63,3.78,2.04,Accept,0,
2025-07-10,15:00,Thursday,2025-07-10 15:00,B0376,29.05,2.08,3.28,4.16,7.34,2.43,2.99,2.17,Accept,0,
2025-07-10,16:00,Thursday,2025-07-10 16:00,B0377,28.28,2.08,5.04,4.26,7.02,3.49,3.8,2.16,Accept,0,
2025-07-10,17:00,Thursday,2025-07-10 17:00,B0378,28.19,2.09,5.25,4.16,6.32,3.25,3.76,1.85,Accept,0,
2025-07-10,18:00,Thursday,2025-07-10 18:00,B0379,28.3,2.06,4.71,4.36,6.83,2.24,5.18,2.0,Accept,0,
2025-07-10,19:00,Thursday,2025-07-10 19:00,B0380,28.92,1.93,4.95,4.25,7.2,2.19,2.84,1.98,Accept,0,
2025-07-10,20:00,Thursday,2025-07-10 20:00,B0381,27.89,2.11,3.78,4.21,6.88,3.61,4.66,1.82,Correction,450,BRIX
2025-07-10,21:00,Thursday,2025-07-10 21:00,B0382,28.5,2.18,4.41,4.21,6.24,2.8,4.1,2.01,Accept,0,
2025-07-10,22:00,Thursday,2025-07-10 22:00,B0383,28.54,2.01,3.25,4.22,5.47,2.59,3.15,1.96,Accept,0,
2025-07-10,23:00,Thursday,2025-07-10 23:00,B0384,27.7,1.75,3.51,4.65,7.08,4.18,5.48,2.03,Critical Waste,6000,"BRIX, COLOR_a_b, pH"
2025-07-11,00:00,Friday,2025-07-11 00:00,B0385,29.46,2.01,2.92,4.31,6.08,2.78,3.02,1.95,Accept,0,
2025-07-11,01:00,Friday,2025-07-11 01:00,B0386,29.36,2.15,4.13,4.28,7.05,2.66,3.23,2.01,Accept,0,
2025-07-11,02:00,Friday,2025-07-11 02:00,B0387,28.53,2.11,3.54,4.19,6.39,2.31,3.27,2.03,Accept,0,
2025-07-11,03:00,Friday,2025-07-11 03:00,B0388,28.85,2.17,7.68,4.23,7.89,4.57,5.23,1.98,Correction,450,BOSTWICK_cm
2025-07-11,04:00,Friday,2025-07-11 04:00,B0389,28.8,1.98,3.94,4.19,7.82,3.32,3.93,2.07,Accept,0,
2025-07-11,05:00,Friday,2025-07-11 05:00,B0390,28.36,2.02,5.19,4.17,6.22,2.91,4.39,2.03,Accept,0,
2025-07-11,06:00,Friday,2025-07-11 06:00,B0391,28.5,1.93,4.2,4.29,7.07,2.66,4.69,2.03,Accept,0,
2025-07-11,07:00,Friday,2025-07-11 07:00,B0392,28.76,2.16,4.31,4.21,7.64,3.53,4.2,1.81,Accept,0,
2025-07-11,08:00,Friday,2025-07-11 08:00,B0393,29.09,2.09,3.07,4.23,6.2,3.14,2.95,1.97,Accept,0,
2025-07-11,09:00,Friday,2025-07-11 09:00,B0394,28.43,1.95,3.92,4.19,5.04,4.23,4.56,1.94,Accept,0,
2025-07-11,10:00,Friday,2025-07-11 10:00,B0395,28.35,2.05,4.08,4.18,7.01,3.11,4.18,2.01,Accept,0,
2025-07-11,11:00,Friday,2025-07-11 11:00,B0396,28.66,1.94,3.75,4.23,6.27,2.87,3.74,1.99,Accept,0,
2025-07-11,12:00,Friday,2025-07-11 12:00,B0397,28.03,2.06,4.19,4.23,6.33,2.39,3.25,2.02,Accept,0,
2025-07-11,13:00,Friday,2025-07-11 13:00,B0398,29.0,2.16,3.82,4.06,6.32,2.96,3.09,1.92,Correction,450,pH
2025-07-11,14:00,Friday,2025-07-11 14:00,B0399,28.64,2.09,3.45,4.29,5.8,2.66,4.23,2.16,Accept,0,
2025-07-11,15:00,Friday,2025-07-11 15:00,B0400,28.89,2.05,3.89,4.2,7.09,2.62,3.83,2.01,Accept,0,
2025-07-11,16:00,Friday,2025-07-11 16:00,B0401,28.07,1.91,3.64,4.28,6.22,3.96,4.64,2.04,Accept,0,
2025-07-11,17:00,Friday,2025-07-11 17:00,B0402,28.32,2.08,4.77,4.09,6.75,1.5,3.12,2.24,Correction,450,pH
2025-07-11,18:00,Friday,2025-07-11 18:00,B0403,29.08,1.96,2.42,4.19,7.07,1.96,2.97,2.04,Accept,0,
2025-07-11,19:00,Friday,2025-07-11 19:00,B0404,29.33,2.18,4.41,4.17,6.48,2.9,4.03,2.22,Accept,0,
2025-07-11,20:00,Friday,2025-07-11 20:00,B0405,28.82,2.19,4.39,4.27,6.37,4.46,3.52,1.91,Accept,0,
2025-07-11,21:00,Friday,2025-07-11 21:00,B0406,28.72,2.25,2.9,4.22,6.82,3.07,3.72,1.81,Accept,0,
2025-07-11,22:00,Friday,2025-07-11 22:00,B0407,28.9,2.22,4.35,4.07,6.48,3.03,4.46,2.03,Correction,450,pH
2025-07-11,23:00,Friday,2025-07-11 23:00,B0408,28.5,2.15,4.19,4.23,5.86,3.17,3.22,1.9,Accept,0,
2025-07-12,00:00,Saturday,2025-07-12 00:00,B0409,28.78,1.9,3.07,4.33,6.14,3.12,2.76,2.01,Accept,0,
2025-07-12,01:00,Saturday,2025-07-12 01:00,B0410,29.03,2.02,4.64,4.26,7.65,2.11,4.68,2.17,Accept,0,
2025-07-12,02:00,Saturday,2025-07-12 02:00,B0411,28.92,1.9,4.11,4.38,7.12,3.63,5.0,2.29,Accept,0,
2025-07-12,03:00,Saturday,2025-07-12 03:00,B0412,28.87,1.99,3.53,4.28,5.83,2.75,3.82,2.02,Accept,0,
2025-07-12,04:00,Saturday,2025-07-12 04:00,B0413,29.1,1.84,5.56,4.49,7.42,4.42,5.46,1.79,Correction,450,"COLOR_a_b, pH"
2025-07-12,05:00,Saturday,2025-07-12 05:00,B0414,28.12,2.08,2.81,4.22,7.45,2.43,3.22,2.11,Accept,0,
2025-07-12,06:00,Saturday,2025-07-12 06:00,B0415,28.31,2.0,4.07,4.22,7.17,2.58,2.74,1.83,Accept,0,
2025-07-12,07:00,Saturday,2025-07-12 07:00,B0416,28.25,2.05,3.51,4.15,6.63,3.13,4.35,1.94,Accept,0,
2025-07-12,08:00,Saturday,2025-07-12 08:00,B0417,28.32,2.01,4.96,4.33,6.59,5.23,7.66,2.0,Correction,450,"BLOTTER_TEST, SYNERESIS_pct"
2025-07-12,09:00,Saturday,2025-07-12 09:00,B0418,28.47,1.99,4.22,4.24,7.1,2.25,4.31,2.09,Accept,0,
2025-07-12,10:00,Saturday,2025-07-12 10:00,B0419,29.01,1.89,5.06,4.17,8.18,5.15,5.66,1.91,Correction,450,"ACIDITY_pct, BLOTTER_TEST"
2025-07-12,11:00,Saturday,2025-07-12 11:00,B0420,28.63,2.04,4.72,4.21,5.94,2.76,3.93,2.18,Accept,0,
2025-07-12,12:00,Saturday,2025-07-12 12:00,B0421,28.63,2.19,3.48,4.36,6.69,3.23,3.38,2.05,Accept,0,
2025-07-12,13:00,Saturday,2025-07-12 13:00,B0422,29.03,2.13,4.52,4.2,6.21,3.2,4.45,1.97,Accept,0,
2025-07-12,14:00,Saturday,2025-07-12 14:00,B0423,28.63,2.06,3.17,4.27,7.0,2.56,3.08,1.95,Accept,0,
2025-07-12,15:00,Saturday,2025-07-12 15:00,B0424,28.75,2.05,3.14,4.14,6.64,1.72,4.51,1.98,Accept,0,
2025-07-12,16:00,Saturday,2025-07-12 16:00,B0425,28.2,2.05,4.13,4.19,5.72,4.05,4.78,1.94,Accept,0,
2025-07-12,17:00,Saturday,2025-07-12 17:00,B0426,28.77,2.14,3.28,4.08,6.93,2.5,2.39,2.02,Correction,450,pH
2025-07-12,18:00,Saturday,2025-07-12 18:00,B0427,28.6,2.05,3.86,4.26,5.8,2.75,4.14,2.1,Accept,0,
2025-07-12,19:00,Saturday,2025-07-12 19:00,B0428,28.71,2.06,3.4,4.21,5.41,3.11,4.8,1.78,Accept,0,
2025-07-12,20:00,Saturday,2025-07-12 20:00,B0429,28.56,2.01,3.66,4.29,7.45,2.64,4.6,2.0,Accept,0,
2025-07-12,21:00,Saturday,2025-07-12 21:00,B0430,28.74,1.95,4.95,4.3,6.85,4.82,5.27,2.0,Accept,0,
2025-07-12,22:00,Saturday,2025-07-12 22:00,B0431,28.74,1.87,2.51,4.21,7.08,5.03,3.72,1.8,Correction,450,BLOTTER_TEST
2025-07-12,23:00,Saturday,2025-07-12 23:00,B0432,27.98,2.09,2.9,4.15,5.46,2.95,3.69,1.95,Correction,450,BRIX
2025-07-13,00:00,Sunday,2025-07-13 00:00,B0433,28.28,2.01,3.77,4.24,6.05,3.19,4.14,1.93,Accept,0,
2025-07-13,01:00,Sunday,2025-07-13 01:00,B0434,28.81,2.02,4.15,4.21,6.5,2.8,3.68,2.03,Accept,0,
2025-07-13,02:00,Sunday,2025-07-13 02:00,B0435,28.3,1.93,4.56,4.09,6.74,2.48,3.44,1.87,Correction,450,pH
2025-07-13,03:00,Sunday,2025-07-13 03:00,B0436,28.83,2.11,3.4,4.25,6.07,3.06,2.91,1.73,Accept,0,
2025-07-13,04:00,Sunday,2025-07-13 04:00,B0437,28.55,2.08,4.33,4.21,6.7,2.67,4.72,1.92,Accept,0,
2025-07-13,05:00,Sunday,2025-07-13 05:00,B0438,28.19,2.09,4.71,4.25,6.4,2.68,4.53,1.79,Accept,0,
2025-07-13,06:00,Sunday,2025-07-13 06:00,B0439,28.7,1.96,3.73,4.29,6.36,2.8,3.25,1.85,Accept,0,
2025-07-13,07:00,Sunday,2025-07-13 07:00,B0440,29.16,2.12,4.65,4.19,6.43,2.14,3.43,2.07,Accept,0,
2025-07-13,08:00,Sunday,2025-07-13 08:00,B0441,28.49,2.11,3.33,4.29,6.57,2.65,3.38,1.79,Accept,0,
2025-07-13,09:00,Sunday,2025-07-13 09:00,B0442,28.44,1.99,4.0,4.21,6.31,2.56,4.02,2.25,Accept,0,
2025-07-13,10:00,Sunday,2025-07-13 10:00,B0443,29.37,2.31,3.84,4.22,7.3,4.6,6.59,1.84,Correction,450,SYNERESIS_pct
2025-07-13,11:00,Sunday,2025-07-13 11:00,B0444,28.93,2.07,3.08,4.21,6.65,3.11,2.51,1.87,Accept,0,
2025-07-13,12:00,Sunday,2025-07-13 12:00,B0445,28.31,1.52,5.48,4.25,8.71,4.4,4.35,2.27,Correction,450,"COLOR_a_b, ACIDITY_pct"
2025-07-13,13:00,Sunday,2025-07-13 13:00,B0446,28.46,2.13,4.84,4.26,6.71,3.23,3.41,1.98,Accept,0,
2025-07-13,14:00,Sunday,2025-07-13 14:00,B0447,28.41,2.21,3.55,4.3,5.93,3.29,4.01,2.24,Accept,0,
2025-07-13,15:00,Sunday,2025-07-13 15:00,B0448,28.95,1.98,3.1,4.21,6.46,3.33,4.46,1.99,Accept,0,
2025-07-13,16:00,Sunday,2025-07-13 16:00,B0449,28.25,2.12,3.38,4.21,6.88,2.29,3.93,2.18,Accept,0,
2025-07-13,17:00,Sunday,2025-07-13 17:00,B0450,28.84,2.17,4.53,4.27,6.53,3.23,4.67,1.8,Accept,0,
2025-07-13,18:00,Sunday,2025-07-13 18:00,B0451,28.95,2.01,3.01,4.31,7.08,2.95,4.4,1.94,Accept,0,
2025-07-13,19:00,Sunday,2025-07-13 19:00,B0452,28.79,2.08,3.83,4.14,6.76,2.5,5.33,2.09,Accept,0,
2025-07-13,20:00,Sunday,2025-07-13 20:00,B0453,28.82,1.9,4.25,4.27,6.79,2.95,4.03,2.03,Accept,0,
2025-07-13,21:00,Sunday,2025-07-13 21:00,B0454,28.39,2.08,4.19,4.11,7.51,3.77,3.52,1.83,Accept,0,
2025-07-13,22:00,Sunday,2025-07-13 22:00,B0455,28.63,2.06,3.24,4.24,7.06,3.9,3.63,2.38,Accept,0,
2025-07-13,23:00,Sunday,2025-07-13 23:00,B0456,28.69,1.88,4.33,4.19,7.46,2.54,2.62,1.93,Accept,0,
2025-07-14,00:00,Monday,2025-07-14 00:00,B0457,28.79,2.03,4.0,4.27,7.09,2.48,3.78,1.92,Accept,0,
2025-07-14,01:00,Monday,2025-07-14 01:00,B0458,29.18,2.08,3.48,4.22,6.51,3.28,2.84,2.09,Accept,0,
2025-07-14,02:00,Monday,2025-07-14 02:00,B0459,28.33,2.04,3.57,4.18,7.29,3.02,3.88,1.9,Accept,0,
2025-07-14,03:00,Monday,2025-07-14 03:00,B0460,28.57,2.0,3.71,4.26,6.24,2.95,5.32,1.79,Accept,0,
2025-07-14,04:00,Monday,2025-07-14 04:00,B0461,28.17,1.96,3.83,4.17,6.61,2.8,4.0,2.15,Accept,0,
2025-07-14,05:00,Monday,2025-07-14 05:00,B0462,28.9,1.94,3.31,4.05,6.1,3.57,4.16,1.97,Correction,450,pH
2025-07-14,06:00,Monday,2025-07-14 06:00,B0463,28.91,2.05,4.56,4.35,6.11,2.26,3.93,2.17,Accept,0,
2025-07-14,07:00,Monday,2025-07-14 07:00,B0464,28.56,2.08,3.56,4.23,6.73,3.12,3.09,2.03,Accept,0,
2025-07-14,08:00,Monday,2025-07-14 08:00,B0465,28.42,2.16,4.2,4.27,6.63,3.49,3.52,1.88,Accept,0,
2025-07-14,09:00,Monday,2025-07-14 09:00,B0466,28.67,2.07,3.29,4.28,6.79,2.58,2.72,1.98,Accept,0,
2025-07-14,10:00,Monday,2025-07-14 10:00,B0467,28.57,2.03,3.3,4.21,6.35,2.78,3.51,2.22,Accept,0,
2025-07-14,11:00,Monday,2025-07-14 11:00,B0468,29.06,2.03,4.52,4.22,7.07,2.77,3.03,2.21,Accept,0,
2025-07-14,12:00,Monday,2025-07-14 12:00,B0469,28.14,1.77,5.92,4.44,8.02,4.81,4.81,1.84,Correction,450,"COLOR_a_b, ACIDITY_pct"
2025-07-14,13:00,Monday,2025-07-14 13:00,B0470,29.07,2.12,3.96,4.23,6.35,3.81,3.66,2.03,Accept,0,
2025-07-14,14:00,Monday,2025-07-14 14:00,B0471,28.26,1.79,3.68,4.56,6.63,6.12,3.99,2.19,Critical Waste,6000,"COLOR_a_b, pH, BLOTTER_TEST"
2025-07-14,15:00,Monday,2025-07-14 15:00,B0472,28.52,1.9,3.73,4.16,6.2,2.92,4.47,2.03,Accept,0,
2025-07-14,16:00,Monday,2025-07-14 16:00,B0473,29.19,2.13,5.02,4.18,6.57,1.43,3.6,2.01,Accept,0,
2025-07-14,17:00,Monday,2025-07-14 17:00,B0474,28.58,2.08,4.53,4.22,6.81,3.98,4.07,2.05,Accept,0,
2025-07-14,18:00,Monday,2025-07-14 18:00,B0475,27.77,2.01,3.54,4.22,5.4,3.79,3.63,2.05,Correction,450,BRIX
2025-07-14,19:00,Monday,2025-07-14 19:00,B0476,28.37,2.06,4.01,4.25,6.37,1.9,3.5,2.12,Accept,0,
2025-07-14,20:00,Monday,2025-07-14 20:00,B0477,28.46,1.99,3.91,4.31,6.2,2.71,4.12,1.97,Accept,0,
2025-07-14,21:00,Monday,2025-07-14 21:00,B0478,28.6,2.07,5.09,4.2,6.64,2.69,3.21,1.91,Accept,0,
2025-07-14,22:00,Monday,2025-07-14 22:00,B0479,28.57,1.96,3.21,4.34,6.42,3.56,2.6,2.4,Accept,0,
2025-07-14,23:00,Monday,2025-07-14 23:00,B0480,28.98,1.92,2.2,4.25,6.62,2.35,3.11,1.85,Accept,0,
2025-07-15,00:00,Tuesday,2025-07-15 00:00,B0481,28.32,2.06,3.88,4.15,5.65,3.04,3.39,1.96,Accept,0,
2025-07-15,01:00,Tuesday,2025-07-15 01:00,B0482,28.88,1.9,4.03,4.25,7.43,2.71,4.03,1.73,Accept,0,
2025-07-15,02:00,Tuesday,2025-07-15 02:00,B0483,28.19,2.02,5.51,4.22,6.62,2.09,3.91,2.29,Accept,0,
2025-07-15,03:00,Tuesday,2025-07-15 03:00,B0484,24.14,1.9,6.58,4.65,7.94,4.73,9.65,2.16,Critical Waste,6000,"BRIX, BOSTWICK_cm, pH, SYNERESIS_pct"
2025-07-15,04:00,Tuesday,2025-07-15 04:00,B0485,28.72,2.16,4.64,4.19,6.12,2.57,2.6,2.0,Accept,0,
2025-07-15,05:00,Tuesday,2025-07-15 05:00,B0486,28.66,2.23,4.3,4.22,7.04,3.13,3.95,1.84,Accept,0,
2025-07-15,06:00,Tuesday,2025-07-15 06:00,B0487,29.42,2.04,3.44,4.26,5.69,3.1,4.54,2.14,Accept,0,
2025-07-15,07:00,Tuesday,2025-07-15 07:00,B0488,28.98,1.91,4.42,4.39,7.73,2.0,3.65,2.23,Accept,0,
2025-07-15,08:00,Tuesday,2025-07-15 08:00,B0489,28.05,1.95,3.94,4.1,6.0,2.65,2.88,1.68,Accept,0,
2025-07-15,09:00,Tuesday,2025-07-15 09:00,B0490,29.01,2.13,3.53,4.23,6.27,3.11,4.86,2.09,Accept,0,
2025-07-15,10:00,Tuesday,2025-07-15 10:00,B0491,28.55,2.15,3.73,4.2,6.22,2.33,4.37,2.33,Accept,0,
2025-07-15,11:00,Tuesday,2025-07-15 11:00,B0492,28.26,1.99,3.75,4.14,6.01,3.42,2.88,1.76,Accept,0,
2025-07-15,12:00,Tuesday,2025-07-15 12:00,B0493,24.79,1.57,9.8,4.56,9.6,6.66,9.59,1.88,Critical Waste,6000,"BRIX, COLOR_a_b, BOSTWICK_cm, pH, ACIDITY_pct, BLOTTER_TEST, SYNERESIS_pct"
2025-07-15,13:00,Tuesday,2025-07-15 13:00,B0494,28.65,2.02,3.99,4.21,7.11,2.35,3.27,2.16,Accept,0,
2025-07-15,14:00,Tuesday,2025-07-15 14:00,B0495,28.44,1.91,4.56,4.29,7.04,3.96,4.1,2.23,Accept,0,
2025-07-15,15:00,Tuesday,2025-07-15 15:00,B0496,27.88,2.02,4.56,4.23,7.47,3.62,3.34,2.0,Correction,450,BRIX
2025-07-15,16:00,Tuesday,2025-07-15 16:00,B0497,27.91,2.04,4.01,4.14,5.92,2.49,3.03,1.98,Correction,450,BRIX
2025-07-15,17:00,Tuesday,2025-07-15 17:00,B0498,28.8,2.06,4.82,4.24,7.97,4.68,5.37,1.79,Accept,0,
2025-07-15,18:00,Tuesday,2025-07-15 18:00,B0499,29.25,2.13,5.03,4.07,6.55,2.81,3.71,1.88,Correction,450,pH
2025-07-15,19:00,Tuesday,2025-07-15 19:00,B0500,28.22,2.06,4.6,4.26,5.31,4.23,4.01,1.88,Accept,0,
2025-07-15,20:00,Tuesday,2025-07-15 20:00,B0501,28.81,2.12,3.93,4.19,7.96,3.85,6.35,2.09,Correction,450,SYNERESIS_pct
2025-07-15,21:00,Tuesday,2025-07-15 21:00,B0502,28.71,2.01,4.5,4.14,6.05,2.42,4.56,2.14,Accept,0,
2025-07-15,22:00,Tuesday,2025-07-15 22:00,B0503,29.07,2.16,4.21,4.17,6.23,2.96,4.56,1.93,Accept,0,
2025-07-15,23:00,Tuesday,2025-07-15 23:00,B0504,28.37,2.05,3.36,4.07,6.6,3.37,3.98,1.71,Correction,450,pH
2025-07-16,00:00,Wednesday,2025-07-16 00:00,B0505,28.58,2.07,2.69,4.2,7.06,3.76,3.11,2.14,Accept,0,
2025-07-16,01:00,Wednesday,2025-07-16 01:00,B0506,28.72,1.98,4.06,4.19,5.61,1.66,3.96,1.92,Accept,0,
2025-07-16,02:00,Wednesday,2025-07-16 02:00,B0507,28.44,1.93,4.19,4.13,6.39,3.71,4.22,1.7,Accept,0,
2025-07-16,03:00,Wednesday,2025-07-16 03:00,B0508,28.77,2.17,3.7,4.19,7.07,3.18,4.69,2.04,Accept,0,
2025-07-16,04:00,Wednesday,2025-07-16 04:00,B0509,28.98,1.91,4.45,4.3,7.28,3.31,3.06,2.09,Accept,0,
2025-07-16,05:00,Wednesday,2025-07-16 05:00,B0510,28.9,2.08,4.06,4.24,6.66,3.77,4.71,2.08,Accept,0,
2025-07-16,06:00,Wednesday,2025-07-16 06:00,B0511,28.82,2.09,4.54,4.14,6.6,2.95,3.86,1.93,Accept,0,
2025-07-16,07:00,Wednesday,2025-07-16 07:00,B0512,28.3,2.09,3.98,4.12,6.71,2.65,4.42,2.0,Accept,0,
2025-07-16,08:00,Wednesday,2025-07-16 08:00,B0513,28.17,2.1,4.28,4.17,7.23,3.32,3.44,1.72,Accept,0,
2025-07-16,09:00,Wednesday,2025-07-16 09:00,B0514,28.26,1.94,3.05,4.24,6.39,3.23,4.28,2.04,Accept,0,
2025-07-16,10:00,Wednesday,2025-07-16 10:00,B0515,28.58,2.09,4.09,4.24,6.04,2.65,3.4,1.96,Accept,0,
2025-07-16,11:00,Wednesday,2025-07-16 11:00,B0516,28.54,1.98,3.75,4.24,6.67,2.46,3.46,2.16,Accept,0,
2025-07-16,12:00,Wednesday,2025-07-16 12:00,B0517,29.29,2.08,4.62,4.31,6.99,2.93,4.65,2.04,Accept,0,
2025-07-16,13:00,Wednesday,2025-07-16 13:00,B0518,27.25,1.57,8.61,4.42,9.72,6.04,7.17,2.61,Critical Waste,6000,"BRIX, COLOR_a_b, BOSTWICK_cm, ACIDITY_pct, BLOTTER_TEST, SYNERESIS_pct, SALT_pct"
2025-07-16,14:00,Wednesday,2025-07-16 14:00,B0519,28.0,1.9,4.64,4.17,6.57,2.93,3.18,2.13,Accept,0,
2025-07-16,15:00,Wednesday,2025-07-16 15:00,B0520,28.74,2.03,4.84,4.27,6.94,2.42,3.74,1.95,Accept,0,
2025-07-16,16:00,Wednesday,2025-07-16 16:00,B0521,28.7,2.03,4.42,4.15,7.31,2.04,3.63,2.07,Accept,0,
2025-07-16,17:00,Wednesday,2025-07-16 17:00,B0522,28.9,1.95,4.87,4.22,6.2,2.82,4.37,1.91,Accept,0,
2025-07-16,18:00,Wednesday,2025-07-16 18:00,B0523,28.51,2.0,4.02,4.23,5.91,2.82,3.56,1.97,Accept,0,
2025-07-16,19:00,Wednesday,2025-07-16 19:00,B0524,28.67,1.97,4.0,4.27,6.41,3.72,4.52,2.14,Accept,0,
2025-07-16,20:00,Wednesday,2025-07-16 20:00,B0525,29.08,1.94,3.88,4.18,6.57,3.01,4.74,1.98,Accept,0,
2025-07-16,21:00,Wednesday,2025-07-16 21:00,B0526,28.75,2.15,3.87,4.28,7.32,3.79,3.04,1.96,Accept,0,
2025-07-16,22:00,Wednesday,2025-07-16 22:00,B0527,28.34,2.0,3.47,4.29,5.87,3.01,3.61,2.16,Accept,0,
2025-07-16,23:00,Wednesday,2025-07-16 23:00,B0528,28.62,2.03,4.69,4.05,6.49,2.94,3.48,2.26,Correction,450,pH
2025-07-17,00:00,Thursday,2025-07-17 00:00,B0529,28.84,2.0,3.19,4.24,6.82,2.21,3.59,2.18,Accept,0,
2025-07-17,01:00,Thursday,2025-07-17 01:00,B0530,28.74,2.12,3.59,4.05,6.76,2.27,2.39,1.58,Correction,450,pH
2025-07-17,02:00,Thursday,2025-07-17 02:00,B0531,29.21,2.02,3.86,4.38,6.42,2.18,4.0,1.97,Accept,0,
2025-07-17,03:00,Thursday,2025-07-17 03:00,B0532,28.62,2.1,4.42,4.35,6.34,2.44,3.97,1.88,Accept,0,
2025-07-17,04:00,Thursday,2025-07-17 04:00,B0533,28.36,2.11,3.81,4.15,6.6,3.24,4.19,1.61,Accept,0,
2025-07-17,05:00,Thursday,2025-07-17 05:00,B0534,28.83,1.92,4.29,4.16,6.91,2.42,4.28,2.17,Accept,0,
2025-07-17,06:00,Thursday,2025-07-17 06:00,B0535,28.19,1.99,4.54,4.29,6.16,2.55,3.34,1.76,Accept,0,
2025-07-17,07:00,Thursday,2025-07-17 07:00,B0536,28.57,2.07,4.57,4.25,6.4,2.88,4.16,2.19,Accept,0,
2025-07-17,08:00,Thursday,2025-07-17 08:00,B0537,28.08,2.13,4.77,4.18,6.3,3.75,3.71,2.09,Accept,0,
2025-07-17,09:00,Thursday,2025-07-17 09:00,B0538,28.93,2.05,3.63,4.26,6.7,3.21,3.86,1.99,Accept,0,
2025-07-17,10:00,Thursday,2025-07-17 10:00,B0539,28.64,1.96,5.12,4.28,6.52,2.84,3.94,2.08,Accept,0,
2025-07-17,11:00,Thursday,2025-07-17 11:00,B0540,28.61,2.03,3.95,4.03,6.61,2.71,4.91,2.0,Critical Waste,6000,pH
2025-07-17,12:00,Thursday,2025-07-17 12:00,B0541,28.74,1.97,4.08,4.21,5.96,3.21,3.82,2.08,Accept,0,
2025-07-17,13:00,Thursday,2025-07-17 13:00,B0542,28.12,2.11,4.31,4.25,6.5,3.25,4.92,1.96,Accept,0,
2025-07-17,14:00,Thursday,2025-07-17 14:00,B0543,29.3,2.21,3.9,4.17,6.79,2.78,4.07,1.9,Accept,0,
2025-07-17,15:00,Thursday,2025-07-17 15:00,B0544,28.08,2.15,3.6,4.26,5.87,3.4,4.27,2.06,Accept,0,
2025-07-17,16:00,Thursday,2025-07-17 16:00,B0545,28.69,2.13,3.88,4.16,6.75,2.5,3.52,2.04,Accept,0,
2025-07-17,17:00,Thursday,2025-07-17 17:00,B0546,28.83,2.05,2.61,4.27,6.49,3.72,3.03,1.52,Accept,0,
2025-07-17,18:00,Thursday,2025-07-17 18:00,B0547,28.48,2.14,3.94,4.09,5.75,3.25,3.75,2.22,Correction,450,pH
2025-07-17,19:00,Thursday,2025-07-17 19:00,B0548,28.51,2.02,3.93,4.24,6.42,2.24,4.14,1.71,Accept,0,
2025-07-17,20:00,Thursday,2025-07-17 20:00,B0549,28.34,1.89,3.94,4.24,6.07,2.51,4.91,1.96,Accept,0,
2025-07-17,21:00,Thursday,2025-07-17 21:00,B0550,29.1,2.02,4.45,4.11,6.83,2.52,4.02,1.96,Accept,0,
2025-07-17,22:00,Thursday,2025-07-17 22:00,B0551,28.27,2.14,3.98,4.14,6.84,2.88,2.6,2.05,Accept,0,
2025-07-17,23:00,Thursday,2025-07-17 23:00,B0552,28.9,1.96,4.35,4.26,5.54,3.06,3.47,1.89,Accept,0,
2025-07-18,00:00,Friday,2025-07-18 00:00,B0553,28.69,2.18,3.88,4.17,6.59,3.35,3.69,2.21,Accept,0,
2025-07-18,01:00,Friday,2025-07-18 01:00,B0554,28.4,2.09,2.43,4.37,6.77,3.09,4.63,2.35,Accept,0,
2025-07-18,02:00,Friday,2025-07-18 02:00,B0555,28.36,2.08,3.83,4.24,5.98,2.5,2.84,1.89,Accept,0,
2025-07-18,03:00,Friday,2025-07-18 03:00,B0556,28.67,2.05,4.09,4.19,8.04,3.82,2.93,2.03,Correction,450,ACIDITY_pct
2025-07-18,04:00,Friday,2025-07-18 04:00,B0557,28.9,1.92,3.81,4.21,6.79,3.37,3.28,1.94,Accept,0,
2025-07-18,05:00,Friday,2025-07-18 05:00,B0558,28.95,2.16,3.49,4.25,6.82,2.72,3.26,2.24,Accept,0,
2025-07-18,06:00,Friday,2025-07-18 06:00,B0559,28.25,1.99,3.08,4.0,7.5,3.34,4.7,1.76,Critical Waste,6000,pH
2025-07-18,07:00,Friday,2025-07-18 07:00,B0560,28.83,2.1,3.76,4.16,5.99,2.78,4.25,2.14,Accept,0,
2025-07-18,08:00,Friday,2025-07-18 08:00,B0561,28.32,2.03,3.46,4.24,7.17,1.88,3.88,2.13,Accept,0,
2025-07-18,09:00,Friday,2025-07-18 09:00,B0562,28.97,2.02,4.81,4.3,7.33,3.18,4.21,2.21,Accept,0,
2025-07-18,10:00,Friday,2025-07-18 10:00,B0563,28.83,2.12,3.96,4.17,6.25,2.4,3.76,1.96,Accept,0,
2025-07-18,11:00,Friday,2025-07-18 11:00,B0564,29.14,2.14,3.72,4.25,6.5,3.74,4.49,1.79,Accept,0,
2025-07-18,12:00,Friday,2025-07-18 12:00,B0565,29.37,2.15,3.24,4.27,7.01,2.76,4.14,1.93,Accept,0,
